CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
3041,Customer_3041,30,Female,Houston,11,41.1,316,1
31545,Customer_31545,31,Male,Los Angeles,23,60.16,99,1
51460,Customer_51460,36,Female,New York,5,85.7,354,1
89610,Customer_89610,31,Female,Chicago,15,82.75,121,0
49844,Customer_49844,29,Male,New York,16,65.7,404,1
95463,Customer_95463,28,Female,Miami,2,91.32,158,0
75035,Customer_75035,21,Male,Houston,1,48.11,52,1
90193,Customer_90193,21,Male,Chicago,12,70.98,124,1
57309,Customer_57309,52,Female,Miami,20,45.3,210,1
11022,Customer_11022,46,Male,New York,7,88.75,332,0
27293,Customer_27293,67,Male,Houston,13,94.53,417,0
47284,Customer_47284,36,Female,New York,1,44.74,58,1
27723,Customer_27723,54,Female,Chicago,22,92.71,279,1
49501,Customer_49501,29,Female,Los Angeles,8,73.21,304,1
12168,Customer_12168,37,Female,New York,12,37.12,152,0
6177,Customer_6177,54,Male,Miami,16,59.93,414,1
86140,Customer_86140,18,Male,Miami,24,91.57,407,1
57914,Customer_57914,20,Female,Los Angeles,2,38.75,193,1
20564,Customer_20564,38,Male,Houston,7,64.39,467,0
72882,Customer_72882,54,Male,Chicago,11,65.63,297,1
46157,Customer_46157,55,Male,Los Angeles,14,54.02,363,0
46086,Customer_46086,44,Male,Los Angeles,4,36.75,261,1
75675,Customer_75675,65,Male,Miami,19,78.99,104,0
69123,Customer_69123,47,Female,New York,16,71.93,79,1
97732,Customer_97732,34,Female,Miami,1,98.46,294,0
91448,Customer_91448,61,Female,Chicago,18,78.71,265,1
48741,Customer_48741,54,Female,Houston,5,87.2,282,1
33787,Customer_33787,47,Female,Miami,4,95.92,192,1
51203,Customer_51203,18,Female,Houston,12,47.46,329,0
35305,Customer_35305,42,Female,Los Angeles,23,64.82,346,0
52791,Customer_52791,33,Female,Los Angeles,10,50.57,397,0
89596,Customer_89596,46,Male,Houston,16,68.42,352,1
83012,Customer_83012,36,Female,Houston,8,57.97,237,1
2225,Customer_2225,68,Female,Miami,2,55.9,326,1
4781,Customer_4781,43,Female,Houston,21,52.5,206,0
1860,Customer_1860,35,Male,Miami,19,85.23,421,1
72562,Customer_72562,23,Male,Houston,22,40.92,387,1
40219,Customer_40219,44,Female,New York,22,41.93,148,0
71227,Customer_71227,53,Male,New York,15,55.05,486,1
63998,Customer_63998,66,Female,New York,23,73.38,265,1
12084,Customer_12084,32,Male,Los Angeles,19,73.48,421,0
68487,Customer_68487,20,Female,Miami,7,43.78,148,0
4044,Customer_4044,36,Male,Miami,24,90.06,497,1
99166,Customer_99166,32,Female,Los Angeles,6,73.68,335,1
70080,Customer_70080,26,Female,Chicago,1,83.41,453,1
53462,Customer_53462,36,Female,Chicago,19,52.17,277,0
37815,Customer_37815,53,Male,New York,16,50.22,146,0
83145,Customer_83145,59,Male,Chicago,11,38.94,113,0
9968,Customer_9968,67,Male,Houston,6,53.86,152,1
23507,Customer_23507,62,Female,Los Angeles,20,70.68,281,1
43893,Customer_43893,48,Male,Los Angeles,12,36.45,283,0
65542,Customer_65542,37,Female,New York,3,62.25,375,0
98677,Customer_98677,61,Male,Houston,9,97.56,242,0
67286,Customer_67286,38,Female,Miami,5,79.23,216,1
62922,Customer_62922,24,Female,Miami,5,95.09,349,0
6267,Customer_6267,56,Male,Chicago,6,38.52,185,1
31622,Customer_31622,29,Female,New York,11,48.52,243,1
36048,Customer_36048,50,Male,Miami,14,55.15,306,1
79730,Customer_79730,42,Male,Chicago,17,70.75,370,1
85270,Customer_85270,30,Male,New York,5,55.16,471,0
56090,Customer_56090,66,Male,Chicago,13,86.3,138,1
1624,Customer_1624,36,Male,Houston,18,30.35,430,1
55628,Customer_55628,32,Female,Houston,22,73.84,156,0
38760,Customer_38760,31,Male,Houston,2,67.14,95,1
96849,Customer_96849,19,Female,New York,14,45.07,431,1
37436,Customer_37436,21,Female,Miami,7,42.1,342,1
66663,Customer_66663,34,Male,Houston,21,65.05,315,0
77067,Customer_77067,52,Female,Chicago,18,31.25,477,1
89459,Customer_89459,23,Male,Chicago,20,88.43,252,0
29815,Customer_29815,49,Female,Houston,1,33.36,109,0
81469,Customer_81469,34,Female,Chicago,7,53.26,324,0
43307,Customer_43307,26,Female,New York,21,76.95,481,0
35944,Customer_35944,42,Male,New York,3,96.97,479,1
88125,Customer_88125,29,Male,Los Angeles,18,68.21,356,1
90209,Customer_90209,66,Female,Miami,6,59.48,438,1
29422,Customer_29422,32,Male,Chicago,12,74.81,206,1
97611,Customer_97611,61,Male,Miami,21,42.28,298,0
10387,Customer_10387,48,Male,Houston,7,38.18,96,0
60915,Customer_60915,61,Male,Miami,9,36.85,206,1
84441,Customer_84441,24,Female,Miami,24,70.06,77,0
89846,Customer_89846,45,Male,Miami,5,71.39,207,0
98588,Customer_98588,66,Female,Chicago,4,44.76,93,1
42587,Customer_42587,70,Male,Miami,20,79.02,302,0
56512,Customer_56512,28,Female,New York,4,69.7,125,0
47226,Customer_47226,66,Female,Los Angeles,6,82.67,179,0
74521,Customer_74521,36,Female,Houston,11,68.67,370,0
64858,Customer_64858,20,Male,Miami,6,32.0,278,1
47296,Customer_47296,41,Female,Chicago,20,51.64,327,1
28521,Customer_28521,68,Male,New York,24,55.73,375,0
32850,Customer_32850,48,Female,Miami,19,82.82,282,0
80244,Customer_80244,31,Male,New York,3,63.67,162,1
40857,Customer_40857,56,Female,Los Angeles,19,64.17,400,1
714,Customer_714,46,Female,Houston,13,32.05,174,0
53217,Customer_53217,36,Female,New York,12,57.39,87,1
12440,Customer_12440,34,Female,Miami,15,68.62,284,0
31003,Customer_31003,20,Female,New York,23,48.33,89,0
53645,Customer_53645,32,Female,Houston,23,57.45,142,1
16558,Customer_16558,58,Male,Los Angeles,16,63.22,470,1
92671,Customer_92671,23,Female,Houston,24,45.34,178,0
41633,Customer_41633,19,Female,Los Angeles,20,47.09,64,1
25433,Customer_25433,30,Female,Miami,16,81.95,344,1
37076,Customer_37076,62,Male,Miami,18,43.23,154,1
56907,Customer_56907,32,Male,Houston,23,85.65,344,0
51261,Customer_51261,30,Male,Houston,18,39.2,171,0
5417,Customer_5417,51,Female,Chicago,18,82.13,463,1
50520,Customer_50520,52,Male,Chicago,17,39.82,212,1
27336,Customer_27336,48,Female,Houston,24,44.7,353,1
15684,Customer_15684,26,Female,Houston,22,57.28,290,0
47164,Customer_47164,59,Male,Chicago,4,70.63,405,1
19550,Customer_19550,62,Male,Houston,7,50.5,471,1
37403,Customer_37403,38,Male,Miami,14,73.32,189,0
46410,Customer_46410,50,Female,Miami,13,84.77,244,0
4397,Customer_4397,20,Male,Chicago,14,45.81,466,0
40978,Customer_40978,35,Female,Los Angeles,11,80.99,449,0
73480,Customer_73480,70,Female,Miami,11,40.19,417,1
30425,Customer_30425,59,Female,Los Angeles,6,89.02,273,1
9432,Customer_9432,37,Female,Houston,20,31.61,163,0
80471,Customer_80471,52,Female,Los Angeles,23,83.63,233,0
86222,Customer_86222,32,Female,Miami,11,78.58,159,0
14303,Customer_14303,40,Male,Chicago,16,50.19,471,0
43754,Customer_43754,49,Male,New York,5,80.67,209,1
96020,Customer_96020,53,Male,Los Angeles,7,31.73,263,0
74339,Customer_74339,18,Male,Houston,15,30.51,388,0
94410,Customer_94410,39,Male,Los Angeles,11,52.55,191,0
57839,Customer_57839,69,Female,New York,8,72.79,322,0
78916,Customer_78916,26,Female,Los Angeles,23,42.82,497,0
26441,Customer_26441,68,Female,New York,3,49.25,136,0
12669,Customer_12669,47,Female,Houston,20,65.79,487,1
8689,Customer_8689,36,Female,Los Angeles,8,81.02,370,1
44870,Customer_44870,32,Male,Miami,4,45.89,287,0
61676,Customer_61676,41,Female,Miami,15,94.59,65,0
41359,Customer_41359,29,Male,Houston,17,91.82,365,0
67580,Customer_67580,46,Female,Houston,12,46.58,154,1
62629,Customer_62629,30,Male,Miami,18,32.4,165,1
99950,Customer_99950,57,Female,Los Angeles,7,71.27,447,0
23597,Customer_23597,48,Female,Chicago,1,59.57,202,0
74582,Customer_74582,61,Male,New York,15,43.41,221,0
50511,Customer_50511,70,Female,Chicago,13,63.9,413,1
29642,Customer_29642,20,Female,New York,12,50.29,88,0
13936,Customer_13936,21,Male,Chicago,22,38.55,322,0
24026,Customer_24026,56,Male,Miami,16,30.88,282,0
77768,Customer_77768,32,Male,New York,23,56.45,144,1
77497,Customer_77497,33,Female,Los Angeles,18,65.45,406,1
57126,Customer_57126,53,Male,Houston,11,73.92,135,0
12633,Customer_12633,50,Male,Houston,11,97.81,343,1
41221,Customer_41221,28,Female,New York,13,30.54,131,1
74930,Customer_74930,25,Male,Los Angeles,11,52.44,477,0
11114,Customer_11114,21,Male,Houston,19,30.21,429,0
42839,Customer_42839,22,Male,New York,6,45.58,137,0
19796,Customer_19796,46,Female,Los Angeles,11,51.93,398,0
60436,Customer_60436,20,Female,Houston,5,39.23,268,0
27517,Customer_27517,25,Male,Houston,20,83.49,203,0
43343,Customer_43343,64,Female,New York,24,58.65,133,1
88257,Customer_88257,34,Female,Houston,17,58.91,495,0
23145,Customer_23145,27,Female,Houston,16,52.25,199,1
72750,Customer_72750,19,Female,New York,7,87.01,120,1
10143,Customer_10143,44,Female,New York,8,77.22,369,1
61405,Customer_61405,19,Male,Los Angeles,20,60.9,172,0
79782,Customer_79782,29,Female,Miami,7,52.9,109,1
90749,Customer_90749,37,Male,Miami,18,31.02,384,1
37162,Customer_37162,22,Male,Miami,9,97.95,92,0
96769,Customer_96769,45,Female,New York,10,61.86,219,1
57627,Customer_57627,46,Male,Los Angeles,9,38.74,150,0
97702,Customer_97702,46,Male,Houston,17,38.16,412,1
87630,Customer_87630,18,Female,Chicago,6,50.96,86,0
52495,Customer_52495,21,Male,Miami,4,62.39,213,0
34227,Customer_34227,22,Female,Chicago,10,37.83,296,1
77059,Customer_77059,41,Female,Miami,16,52.22,207,1
48464,Customer_48464,58,Female,Houston,21,77.15,493,1
74758,Customer_74758,43,Female,Los Angeles,22,69.38,348,0
17900,Customer_17900,18,Male,Los Angeles,5,85.08,220,1
58415,Customer_58415,58,Male,Houston,22,46.24,146,0
19333,Customer_19333,54,Male,Houston,24,99.84,351,1
38414,Customer_38414,29,Male,Chicago,24,72.18,443,1
52858,Customer_52858,57,Female,Los Angeles,23,44.91,338,0
41643,Customer_41643,64,Female,Los Angeles,11,88.13,114,1
96990,Customer_96990,19,Male,Chicago,15,31.68,413,0
30638,Customer_30638,45,Female,New York,5,95.11,264,1
70469,Customer_70469,39,Female,New York,21,77.2,240,0
64039,Customer_64039,67,Female,Houston,21,64.1,195,0
30917,Customer_30917,61,Male,Houston,5,56.46,368,1
43340,Customer_43340,44,Male,New York,20,53.74,428,0
47362,Customer_47362,58,Female,Chicago,18,31.89,435,1
9226,Customer_9226,69,Female,Miami,14,92.84,354,1
51274,Customer_51274,55,Male,Miami,3,91.33,116,0
98863,Customer_98863,31,Male,Miami,2,87.16,465,0
46021,Customer_46021,30,Male,Houston,21,48.26,378,0
79627,Customer_79627,30,Male,Chicago,1,42.86,432,0
93758,Customer_93758,58,Female,Miami,23,53.79,188,1
11842,Customer_11842,25,Male,Los Angeles,15,67.56,488,0
88663,Customer_88663,19,Male,Houston,15,48.62,143,1
9305,Customer_9305,70,Male,Houston,18,48.08,136,1
14780,Customer_14780,39,Female,Houston,18,46.7,410,0
21256,Customer_21256,50,Male,Chicago,5,91.94,424,1
28411,Customer_28411,67,Female,New York,20,65.39,455,1
21154,Customer_21154,64,Female,Miami,13,46.92,460,1
46431,Customer_46431,25,Female,Los Angeles,15,88.55,131,1
49323,Customer_49323,41,Male,Chicago,15,36.51,494,0
78872,Customer_78872,67,Male,Los Angeles,20,56.37,425,0
43751,Customer_43751,27,Male,Houston,12,58.6,111,1
66499,Customer_66499,23,Male,Chicago,23,63.43,402,0
70826,Customer_70826,50,Female,Miami,7,87.73,157,1
28000,Customer_28000,52,Male,Chicago,24,56.17,110,1
40154,Customer_40154,30,Female,Los Angeles,7,78.27,468,0
97736,Customer_97736,20,Female,Miami,24,96.29,104,1
45230,Customer_45230,65,Male,Houston,11,33.99,182,0
24156,Customer_24156,56,Male,Chicago,1,97.19,490,0
70358,Customer_70358,63,Male,New York,23,40.99,217,0
69449,Customer_69449,46,Female,Miami,6,59.47,260,0
10470,Customer_10470,23,Female,Houston,19,57.92,297,0
57028,Customer_57028,45,Male,Houston,9,89.5,213,0
93434,Customer_93434,39,Female,Houston,19,56.78,353,0
87926,Customer_87926,30,Female,New York,11,78.79,298,0
4313,Customer_4313,29,Female,Los Angeles,6,92.63,64,1
57102,Customer_57102,59,Male,Los Angeles,3,67.42,241,1
35725,Customer_35725,55,Male,Houston,6,88.02,81,0
32070,Customer_32070,30,Male,Los Angeles,2,53.03,138,1
92303,Customer_92303,43,Male,Houston,11,59.58,496,1
50266,Customer_50266,61,Male,Chicago,5,90.2,348,0
82343,Customer_82343,23,Female,Chicago,6,41.12,201,0
4656,Customer_4656,19,Female,Houston,10,45.07,200,0
84829,Customer_84829,27,Female,New York,3,42.86,314,1
29459,Customer_29459,68,Male,Houston,6,58.91,144,0
60215,Customer_60215,67,Female,Miami,2,93.33,301,0
19278,Customer_19278,43,Male,Miami,24,86.83,66,0
36881,Customer_36881,55,Female,Los Angeles,17,39.44,273,1
31580,Customer_31580,59,Female,Miami,1,58.59,467,0
99239,Customer_99239,59,Male,Chicago,14,68.32,78,1
18959,Customer_18959,38,Male,Houston,1,79.92,415,1
23561,Customer_23561,41,Female,Miami,22,69.03,155,1
42276,Customer_42276,65,Female,Los Angeles,10,42.8,344,0
33749,Customer_33749,61,Female,Miami,18,91.78,214,0
64179,Customer_64179,51,Male,Miami,15,35.66,273,1
30431,Customer_30431,57,Male,Los Angeles,5,56.23,125,0
85540,Customer_85540,39,Female,New York,1,60.03,300,0
40971,Customer_40971,43,Male,Chicago,1,78.74,181,0
64991,Customer_64991,19,Female,Miami,24,52.9,185,1
99701,Customer_99701,45,Female,New York,23,66.34,374,1
72228,Customer_72228,41,Male,Miami,15,73.35,205,1
21092,Customer_21092,44,Male,Chicago,14,57.28,215,1
81526,Customer_81526,37,Female,Chicago,1,66.2,128,1
59620,Customer_59620,38,Female,New York,1,37.06,274,1
28166,Customer_28166,19,Male,Chicago,5,51.34,96,1
78653,Customer_78653,55,Female,Chicago,22,59.56,219,1
28677,Customer_28677,44,Male,Chicago,1,54.78,334,1
91631,Customer_91631,35,Male,New York,12,75.28,443,0
12752,Customer_12752,70,Male,Los Angeles,6,36.1,253,1
59898,Customer_59898,36,Female,Chicago,17,95.76,375,0
26682,Customer_26682,63,Female,New York,4,83.96,488,0
21649,Customer_21649,27,Female,Los Angeles,21,33.13,315,0
46628,Customer_46628,68,Female,Los Angeles,19,97.76,386,1
11887,Customer_11887,37,Male,Miami,5,31.55,460,0
79360,Customer_79360,50,Male,Los Angeles,22,82.71,469,1
48778,Customer_48778,62,Female,New York,20,93.42,296,0
28455,Customer_28455,57,Male,Los Angeles,15,56.51,185,1
24222,Customer_24222,18,Female,Houston,15,86.63,426,1
74628,Customer_74628,30,Male,Los Angeles,7,79.81,85,1
5147,Customer_5147,64,Female,Miami,5,49.79,451,1
6621,Customer_6621,21,Female,New York,7,46.05,165,0
65490,Customer_65490,30,Male,Chicago,11,70.06,104,0
34548,Customer_34548,41,Male,Los Angeles,15,67.7,273,1
7097,Customer_7097,19,Male,Los Angeles,13,39.69,471,1
68286,Customer_68286,61,Female,Miami,11,65.91,222,1
67388,Customer_67388,66,Male,New York,14,54.0,469,1
18156,Customer_18156,63,Female,Los Angeles,4,76.9,123,1
64982,Customer_64982,30,Female,Los Angeles,7,42.53,251,1
56865,Customer_56865,35,Male,New York,19,77.43,497,0
81695,Customer_81695,57,Male,New York,12,78.36,54,0
43993,Customer_43993,43,Female,Houston,16,88.76,327,1
37145,Customer_37145,49,Male,Los Angeles,2,79.0,190,0
25762,Customer_25762,44,Female,Miami,20,45.31,257,0
75862,Customer_75862,55,Male,New York,12,53.64,135,1
97296,Customer_97296,49,Female,Los Angeles,24,72.8,339,1
31428,Customer_31428,57,Female,Miami,10,96.28,129,0
52325,Customer_52325,64,Male,Los Angeles,6,70.59,237,1
79050,Customer_79050,70,Male,Miami,19,39.26,124,1
87253,Customer_87253,20,Male,Chicago,17,97.39,449,1
3208,Customer_3208,44,Male,New York,24,47.59,75,0
6458,Customer_6458,69,Female,Houston,24,51.89,212,1
24871,Customer_24871,63,Female,Los Angeles,14,92.13,489,0
61158,Customer_61158,66,Male,Houston,8,50.35,97,1
36499,Customer_36499,30,Male,Miami,5,37.7,154,0
64087,Customer_64087,45,Female,Chicago,21,42.53,464,1
80637,Customer_80637,45,Female,Los Angeles,6,57.94,462,1
13392,Customer_13392,20,Male,Houston,16,80.88,270,1
9685,Customer_9685,59,Male,New York,6,42.99,483,0
89133,Customer_89133,46,Female,Chicago,13,62.0,462,1
97670,Customer_97670,19,Female,Miami,12,93.52,411,1
41171,Customer_41171,45,Female,New York,21,62.54,217,1
59644,Customer_59644,49,Female,Chicago,18,59.09,116,1
24293,Customer_24293,31,Female,Miami,7,31.62,85,1
86530,Customer_86530,58,Male,Houston,24,85.58,247,0
67009,Customer_67009,32,Male,Houston,16,58.59,231,1
36023,Customer_36023,70,Female,Los Angeles,20,75.66,77,1
75643,Customer_75643,41,Male,Miami,5,31.54,156,1
46999,Customer_46999,61,Male,Miami,8,53.41,346,1
42721,Customer_42721,47,Male,Miami,12,79.24,387,1
89456,Customer_89456,28,Female,Chicago,6,68.3,429,0
33948,Customer_33948,36,Female,Miami,19,36.98,492,0
98754,Customer_98754,69,Female,Houston,1,72.73,246,0
66069,Customer_66069,66,Female,Miami,4,64.0,375,1
10905,Customer_10905,68,Male,Houston,4,84.56,241,0
63233,Customer_63233,20,Male,Miami,15,34.59,458,0
15660,Customer_15660,65,Male,New York,24,83.99,62,1
87920,Customer_87920,36,Male,Chicago,22,67.23,66,0
61788,Customer_61788,49,Female,Houston,16,61.27,392,1
89412,Customer_89412,34,Male,Houston,2,63.98,434,1
94836,Customer_94836,49,Male,New York,20,89.6,366,1
95180,Customer_95180,26,Male,Los Angeles,7,81.38,153,1
18015,Customer_18015,65,Male,Miami,22,92.26,349,0
76242,Customer_76242,18,Female,Los Angeles,15,63.36,269,1
51058,Customer_51058,32,Male,Chicago,18,57.65,366,1
80978,Customer_80978,66,Male,New York,20,55.54,70,0
32170,Customer_32170,19,Male,Miami,10,48.12,247,0
80456,Customer_80456,41,Male,Miami,5,79.77,412,1
11686,Customer_11686,60,Female,Miami,2,72.77,343,1
4735,Customer_4735,24,Female,Miami,23,76.52,239,1
66961,Customer_66961,19,Female,Chicago,24,88.21,328,1
10411,Customer_10411,38,Female,New York,21,89.48,367,1
34545,Customer_34545,18,Male,Miami,7,73.89,137,0
2981,Customer_2981,43,Male,Houston,14,45.91,466,0
6451,Customer_6451,19,Male,Miami,7,85.73,273,1
3902,Customer_3902,56,Male,Chicago,16,44.43,332,0
50751,Customer_50751,56,Male,Los Angeles,1,55.97,231,0
32486,Customer_32486,46,Female,Miami,6,99.88,56,0
58270,Customer_58270,61,Female,Chicago,2,81.1,337,0
8083,Customer_8083,21,Female,New York,17,99.12,235,0
93205,Customer_93205,68,Female,Houston,1,93.14,467,0
80827,Customer_80827,32,Female,New York,21,78.42,443,1
91716,Customer_91716,69,Male,Chicago,11,65.9,372,0
34245,Customer_34245,28,Female,Los Angeles,17,93.76,95,1
54737,Customer_54737,52,Female,Miami,7,35.96,446,1
94678,Customer_94678,39,Male,Los Angeles,16,71.44,207,0
44416,Customer_44416,51,Male,Miami,19,73.27,333,1
5970,Customer_5970,60,Female,Houston,14,67.25,196,1
46532,Customer_46532,64,Male,Chicago,19,55.92,284,1
30062,Customer_30062,45,Male,Chicago,7,58.15,110,1
16629,Customer_16629,32,Male,Los Angeles,17,41.76,464,1
47791,Customer_47791,40,Female,Houston,3,67.29,220,1
94878,Customer_94878,37,Male,Chicago,2,40.94,333,0
87464,Customer_87464,27,Male,Miami,11,54.32,476,1
19091,Customer_19091,46,Female,New York,7,66.83,306,1
95788,Customer_95788,46,Female,Houston,2,46.68,182,1
75633,Customer_75633,67,Female,Los Angeles,21,56.32,239,1
25299,Customer_25299,36,Female,Chicago,17,99.56,486,0
35930,Customer_35930,34,Male,Chicago,1,35.71,298,1
8106,Customer_8106,62,Male,Chicago,19,79.64,176,0
22703,Customer_22703,49,Female,Chicago,2,51.54,97,1
42863,Customer_42863,66,Female,Miami,3,73.11,220,0
11482,Customer_11482,21,Male,New York,20,72.39,176,1
7385,Customer_7385,34,Female,Chicago,9,85.51,143,0
33111,Customer_33111,62,Male,Chicago,13,59.03,131,1
5969,Customer_5969,60,Female,New York,3,86.94,327,1
32321,Customer_32321,56,Male,Chicago,9,59.21,178,1
69622,Customer_69622,50,Male,Chicago,12,78.86,109,0
36122,Customer_36122,44,Male,New York,5,39.17,128,1
68824,Customer_68824,52,Female,Miami,12,50.88,406,0
19431,Customer_19431,20,Male,New York,21,79.89,165,0
82274,Customer_82274,22,Male,Los Angeles,9,46.08,217,1
45730,Customer_45730,25,Female,Miami,10,33.34,313,0
58355,Customer_58355,46,Female,New York,13,50.86,315,1
48961,Customer_48961,30,Female,Miami,6,49.19,275,0
77076,Customer_77076,30,Female,Chicago,12,95.91,471,0
20068,Customer_20068,43,Female,Los Angeles,22,62.04,104,1
96519,Customer_96519,32,Female,Los Angeles,3,67.83,205,1
33449,Customer_33449,40,Male,New York,4,54.68,150,1
61611,Customer_61611,53,Male,Chicago,7,99.01,370,1
40071,Customer_40071,20,Male,Los Angeles,15,37.34,138,1
97712,Customer_97712,27,Male,Los Angeles,1,68.71,342,1
57,Customer_57,47,Female,Los Angeles,19,93.39,64,1
66234,Customer_66234,39,Male,Los Angeles,8,50.4,383,0
55207,Customer_55207,32,Male,Chicago,21,63.54,297,0
78693,Customer_78693,39,Male,Houston,10,57.77,203,0
10949,Customer_10949,18,Male,Houston,19,77.7,369,1
2087,Customer_2087,50,Male,Miami,9,71.33,424,0
57919,Customer_57919,38,Male,Houston,10,66.04,444,1
78222,Customer_78222,57,Female,Chicago,4,38.1,342,0
10375,Customer_10375,25,Female,Los Angeles,4,86.16,344,0
42108,Customer_42108,53,Male,Houston,1,30.42,483,0
53157,Customer_53157,54,Male,Chicago,14,73.01,287,0
44957,Customer_44957,23,Male,Chicago,13,35.3,125,0
54408,Customer_54408,27,Male,Miami,19,33.26,439,1
33490,Customer_33490,57,Male,Los Angeles,18,35.17,440,0
21162,Customer_21162,51,Male,Houston,6,48.82,334,0
16085,Customer_16085,26,Male,Miami,12,93.49,296,0
55844,Customer_55844,34,Female,Houston,6,84.35,149,1
12242,Customer_12242,42,Female,Los Angeles,16,39.01,130,0
77767,Customer_77767,24,Male,Houston,9,78.6,211,0
60509,Customer_60509,39,Female,New York,2,59.64,479,1
67018,Customer_67018,64,Female,Chicago,4,52.68,204,1
73158,Customer_73158,41,Female,Los Angeles,15,83.06,397,1
9779,Customer_9779,23,Male,Los Angeles,23,51.55,297,0
36112,Customer_36112,33,Female,Houston,6,31.54,169,1
67876,Customer_67876,53,Female,Chicago,10,62.27,383,0
24145,Customer_24145,69,Male,Miami,15,51.81,218,0
34181,Customer_34181,61,Female,New York,10,34.95,336,1
25724,Customer_25724,40,Male,Miami,21,46.15,404,1
80517,Customer_80517,61,Male,Chicago,2,54.14,417,1
75645,Customer_75645,33,Female,New York,15,33.04,177,1
48214,Customer_48214,36,Male,Chicago,19,83.32,160,0
96763,Customer_96763,67,Male,Miami,24,97.4,81,1
83473,Customer_83473,34,Male,Los Angeles,15,66.65,420,1
99629,Customer_99629,19,Male,New York,15,35.63,116,0
40531,Customer_40531,24,Female,New York,20,72.11,103,0
78879,Customer_78879,50,Male,Houston,17,80.18,439,1
2719,Customer_2719,54,Male,Chicago,15,42.88,105,0
76458,Customer_76458,38,Male,Los Angeles,7,57.14,329,1
4194,Customer_4194,62,Male,Chicago,15,51.26,59,1
14252,Customer_14252,27,Male,Houston,5,83.74,430,0
24243,Customer_24243,20,Female,Miami,14,43.18,284,1
43548,Customer_43548,56,Male,Los Angeles,18,97.33,483,0
62966,Customer_62966,55,Male,New York,1,51.17,208,1
52465,Customer_52465,21,Female,New York,21,50.23,240,0
80088,Customer_80088,69,Male,Miami,12,32.32,263,0
88255,Customer_88255,51,Male,Los Angeles,13,54.7,152,1
85209,Customer_85209,46,Female,Houston,14,73.37,404,1
91412,Customer_91412,65,Male,New York,23,67.27,271,1
59969,Customer_59969,43,Male,Houston,12,90.15,386,0
13605,Customer_13605,57,Female,Los Angeles,18,53.95,351,1
41878,Customer_41878,21,Female,Houston,2,38.91,146,1
85033,Customer_85033,33,Male,Houston,17,56.26,423,0
32775,Customer_32775,23,Male,Miami,2,45.07,500,1
10867,Customer_10867,44,Male,Houston,7,78.98,143,1
64478,Customer_64478,64,Male,Houston,19,37.49,309,1
42305,Customer_42305,22,Female,Los Angeles,6,39.45,84,0
25882,Customer_25882,65,Male,Houston,7,88.87,149,1
16319,Customer_16319,35,Female,Los Angeles,8,77.19,297,0
33177,Customer_33177,59,Male,Chicago,12,98.14,108,0
62715,Customer_62715,47,Male,Houston,6,49.51,159,1
14233,Customer_14233,22,Male,Houston,7,90.26,492,0
2805,Customer_2805,70,Male,Chicago,24,40.37,459,1
19019,Customer_19019,55,Male,Chicago,9,92.4,499,0
77240,Customer_77240,36,Male,New York,18,74.98,58,1
18287,Customer_18287,37,Male,Miami,9,49.76,190,0
92338,Customer_92338,51,Female,Chicago,21,93.55,240,0
53749,Customer_53749,27,Male,New York,1,42.79,282,1
95584,Customer_95584,31,Male,Chicago,19,60.45,251,1
85130,Customer_85130,55,Female,Houston,3,59.68,490,0
45668,Customer_45668,26,Male,Miami,17,35.81,284,0
52807,Customer_52807,52,Male,New York,6,64.22,399,1
77982,Customer_77982,20,Female,Los Angeles,23,61.06,383,0
54912,Customer_54912,25,Female,Houston,7,39.59,109,1
51252,Customer_51252,50,Female,Miami,17,65.15,397,0
79604,Customer_79604,48,Male,Chicago,4,80.05,103,0
20618,Customer_20618,23,Male,New York,10,53.15,442,0
49031,Customer_49031,29,Female,Los Angeles,19,72.98,119,0
97805,Customer_97805,39,Male,Los Angeles,20,96.63,244,1
59633,Customer_59633,60,Female,Chicago,14,57.53,403,0
31835,Customer_31835,18,Female,New York,14,91.17,76,0
10283,Customer_10283,21,Male,New York,13,65.94,102,1
52128,Customer_52128,68,Female,Los Angeles,8,50.44,259,0
42957,Customer_42957,30,Male,Los Angeles,8,96.7,220,0
15986,Customer_15986,31,Female,New York,2,36.12,318,0
33656,Customer_33656,55,Male,New York,19,91.52,367,0
71268,Customer_71268,30,Male,Los Angeles,3,83.83,97,1
93001,Customer_93001,61,Male,Los Angeles,6,59.56,425,1
41904,Customer_41904,24,Male,Houston,19,36.58,468,1
69903,Customer_69903,38,Male,Houston,6,88.89,237,0
17815,Customer_17815,23,Female,New York,19,98.81,80,1
80567,Customer_80567,36,Female,Los Angeles,23,57.68,427,1
8571,Customer_8571,69,Female,Chicago,8,40.36,282,0
67362,Customer_67362,35,Male,Chicago,19,60.49,251,1
56201,Customer_56201,46,Male,Miami,3,99.27,293,0
78404,Customer_78404,19,Male,Miami,9,63.97,144,0
87054,Customer_87054,46,Male,Chicago,16,70.19,478,0
14546,Customer_14546,34,Female,Miami,4,83.43,296,1
98905,Customer_98905,31,Female,Los Angeles,9,32.28,134,0
44066,Customer_44066,40,Male,Houston,13,94.16,84,0
6460,Customer_6460,37,Male,Chicago,23,90.09,437,0
93777,Customer_93777,70,Male,Miami,24,42.34,480,1
95682,Customer_95682,60,Female,Chicago,19,47.47,67,1
